10,0.000000,0.000000,0.000000,0.000000
100,0.000000,0.000000,0.000000,0.000000
1000,0.001000,0.001000,0.000000,0.000000
10000,0.027000,0.096000,0.001000,0.001000
100000,2.557000,17.412000,0.013000,0.008000
